 26e | 08/20/2026 | 19:04:25 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 26f | 08/20/2026 | 19:04:27 | Temperature #0x04 | Upper Non-critical going high | Asserted
 270 | 08/20/2026 | 19:04:29 | Processor #0x34 | State Asserted | Deasserted
 271 | 08/20/2026 | 19:04:30 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 272 | 08/20/2026 | 19:04:31 | Processor #0x34 | State Asserted | Asserted
 273 | 08/20/2026 | 19:04:33 | Processor #0x34 | State Asserted | Deasserted
 274 | 08/20/2026 | 19:04:34 | Temperature #0x04 | Upper Non-critical going high | Asserted
 275 | 08/20/2026 | 19:04:37 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 276 | 08/20/2026 | 19:04:46 | Temperature #0x04 | Upper Non-critical going high | Asserted
 277 | 08/20/2026 | 19:04:47 | Processor #0x34 | State Asserted | Asserted
 278 | 08/20/2026 | 19:04:52 | Processor #0x34 | State Asserted | Deasserted
 279 | 08/20/2026 | 19:04:54 | Processor #0x34 | State Asserted | Asserted
 27a | 08/20/2026 | 19:05:02 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 27b | 08/20/2026 | 19:05:07 | Temperature #0x04 | Upper Non-critical going high | Asserted
 27c | 08/20/2026 | 19:05:08 | Processor #0x34 | State Asserted | Deasserted
 27d | 08/20/2026 | 19:05:11 | Processor #0x34 | State Asserted | Asserted
 27e | 08/20/2026 | 19:05:18 | Processor #0x34 | State Asserted | Deasserted
 27f | 08/20/2026 | 19:05:20 | Processor #0x34 | State Asserted | Asserted
 280 | 08/20/2026 | 19:05:29 | Processor #0x34 | State Asserted | Deasserted
 281 | 08/20/2026 | 19:05:32 | Processor #0x34 | State Asserted | Asserted
 282 | 08/20/2026 | 19:05:35 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 283 | 08/20/2026 | 19:05:37 | Temperature #0x04 | Upper Non-critical going high | Asserted
 284 | 08/20/2026 | 19:05:38 | Processor #0x34 | State Asserted | Deasserted
 285 | 08/20/2026 | 19:05:41 | Processor #0x34 | State Asserted | Asserted
 286 | 08/20/2026 | 19:05:45 | Processor #0x34 | State Asserted | Deasserted
 287 | 08/20/2026 | 19:05:48 | Processor #0x34 | State Asserted | Asserted
 288 | 08/20/2026 | 19:05:50 | Processor #0x34 | State Asserted | Deasserted
 289 | 08/20/2026 | 19:05:53 | Processor #0x34 | State Asserted | Asserted
 28a | 08/20/2026 | 19:05:54 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 28b | 08/20/2026 | 19:05:55 | Processor #0x34 | State Asserted | Deasserted
 28c | 08/20/2026 | 19:05:56 | Temperature #0x04 | Upper Non-critical going high | Asserted
 28d | 08/20/2026 | 19:06:00 | Processor #0x34 | State Asserted | Asserted
 28e | 08/20/2026 | 19:06:09 | Processor #0x34 | State Asserted | Deasserted
 28f | 08/20/2026 | 19:06:10 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 290 | 08/20/2026 | 19:06:12 | Processor #0x34 | State Asserted | Asserted
 291 | 08/20/2026 | 19:06:13 | Temperature #0x04 | Upper Non-critical going high | Asserted
 292 | 08/20/2026 | 19:06:14 | Processor #0x34 | State Asserted | Deasserted
 293 | 08/20/2026 | 19:06:16 | Processor #0x34 | State Asserted | Asserted
 294 | 08/20/2026 | 19:06:19 | Processor #0x34 | State Asserted | Deasserted
 295 | 08/20/2026 | 19:06:21 | Processor #0x34 | State Asserted | Asserted
 296 | 08/20/2026 | 19:06:26 | Processor #0x34 | State Asserted | Deasserted
 297 | 08/20/2026 | 19:06:28 | Processor #0x34 | State Asserted | Asserted
 298 | 08/20/2026 | 19:06:33 | Processor #0x34 | State Asserted | Deasserted
 299 | 08/20/2026 | 19:06:34 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 29a | 08/20/2026 | 19:07:45 | Processor #0x34 | State Asserted | Asserted
 29b | 08/20/2026 | 19:07:46 | Temperature #0x04 | Upper Non-critical going high | Asserted
 29c | 08/20/2026 | 19:07:48 | Processor #0x34 | State Asserted | Deasserted
 29d | 08/20/2026 | 19:07:52 | Processor #0x34 | State Asserted | Asserted
 29e | 08/20/2026 | 19:07:55 | Processor #0x34 | State Asserted | Deasserted
 29f | 08/20/2026 | 19:07:56 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 2a0 | 08/20/2026 | 19:09:26 | Temperature #0x04 | Upper Non-critical going high | Asserted
 2a1 | 08/20/2026 | 19:09:28 | Processor #0x34 | State Asserted | Asserted
 2a2 | 08/20/2026 | 19:09:32 | Processor #0x34 | State Asserted | Deasserted
 2a3 | 08/20/2026 | 19:09:35 | Processor #0x34 | State Asserted | Asserted
 2a4 | 08/20/2026 | 19:09:37 | Processor #0x34 | State Asserted | Deasserted
 2a5 | 08/20/2026 | 19:09:38 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 2a6 | 08/20/2026 | 19:09:40 | Temperature #0x04 | Upper Non-critical going high | Asserted
 2a7 | 08/20/2026 | 19:09:43 | Temperature #0x04 | Upper Non-critical going high | Deasserted
 2a8 | 08/25/2026 | 21:39:07 | System Boot Initiated #0x60 | System Restart | Asserted
 2a9 | 08/25/2026 | 21:39:22 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 2aa | 08/25/2026 | 21:40:05 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 2ab | 09/02/2026 | 16:44:45 | Microcontroller #0x73 | State Asserted | Asserted
 2ac | 09/07/2026 | 14:25:32 | System Boot Initiated #0x60 | System Restart | Asserted
 2ad | 09/07/2026 | 14:25:45 | Slot / Connector #0x8d | Slot is Disabled | Asserted
 2ae | 09/07/2026 | 14:26:30 | Slot / Connector #0x8d | Slot is Disabled | Deasserted
 2af | 09/11/2026 | 22:12:58 | Event Logging Disabled #0x76 | Informational | Asserted
 2b0 | 09/12/2026 | 11:57:56 | Event Logging Disabled #0x76 | Informational | Deasserted
 2b1 | 09/17/2026 | 12:29:07 | Event Logging Disabled #0x76 | Informational | Asserted
 2b2 | 09/18/2026 | 02:27:58 | Event Logging Disabled #0x76 | Informational | Deasserted
 2b3 | 09/23/2026 | 08:22:58 | Event Logging Disabled #0x76 | Informational | Asserted
